LAMMPS data file via write_data, version 4 Feb 2025, timestep = 7137, units = real

600 atoms
3 atom types

-10 10 xlo xhi
-10 10 ylo yhi
-10 10 zlo zhi

Masses

1 15.9994
2 1.008
3 1e-100

Atoms # charge

206 2 0.5564 -6.060118465677001 -6.5841660615824305 -9.395260385907026 0 0 0
207 2 0.5564 -6.060118722650551 -6.584166063870908 -9.395260316885475 0 0 0
15 2 0.5564 -8.75396525193512 -8.926003019905986 -7.806634083516274 0 1 0
14 2 0.5564 -8.753965415625773 -8.926003441391051 -7.806634007317014 0 1 0
89 2 0.5564 -6.194494834219203 -6.961001343464624 -5.422032569906944 0 0 0
90 2 0.5564 -6.1944947671034285 -6.961001429127028 -5.422032702578838 0 0 0
19 1 0 -8.426762752578744 -5.777342504469465 -7.2808926914173595 1 0 0
205 1 0 -6.374931277755357 -8.747403762985948 -8.781478541496107 0 0 0
13 1 0 -9.049076535428137 -9.151144054779182 -6.700691174423394 0 1 0
436 1 0 -6.267961087038822 -5.772939887729675 -9.50382504129613 0 0 1
70 1 0 -5.485248946458529 -5.894112543635628 -6.232919873537532 0 0 0
376 1 0 -3.291025503937451 -7.9090984650941065 -7.992780339928052 0 0 0
377 2 0.5564 -1.458761886590234 -7.568938979466762 -8.523028175332234 0 0 0
378 2 0.5564 -1.4587618287014026 -7.568938872257787 -8.523028069613046 0 0 0
560 2 0.5564 -4.8881346754668 -9.543585755840018 -7.869296560303058 0 1 0
561 2 0.5564 -4.88813465235207 -9.543585600703777 -7.8692966653404675 0 1 0
91 1 0 -2.5025521301410456 -6.662815885010243 -5.0279359232047085 0 0 0
160 1 0 0.3161605062961928 -6.11706089229242 -6.378550836502653 0 0 0
162 2 0.5564 0.3245159308162015 -5.428464986482633 -6.07986780194 0 0 0
161 2 0.5564 0.3245160105800475 -5.4284648409315785 -6.079867636688337 0 0 0
256 1 0 4.456756375052421 -6.182516498611838 -6.932561145672308 0 0 0
503 2 0.5564 2.709868718302288 -7.699713437811915 -8.085489110717806 0 0 1
504 2 0.5564 2.709868615220493 -7.699713535123374 -8.085489190153362 0 0 1
502 1 0 4.851335657881952 -9.368763570910438 -9.817622498570113 0 0 1
257 2 0.5564 5.86356146249998 -4.711503960668036 -7.8124777590330945 0 0 0
258 2 0.5564 5.863561505742216 -4.711504088353296 -7.812477701702286 0 0 0
20 2 0.5564 9.70488868756927 -6.09316707783603 -6.8844128873943395 0 0 0
21 2 0.5564 9.704888578430447 -6.093167009504406 -6.884413048984841 0 0 0
487 1 0 7.583075687667266 -8.48953527932846 -6.328216559921889 0 0 0
488 2 0.5564 6.488303232144102 -8.338377324937243 -6.768100598286838 0 0 0
489 2 0.5564 6.488303277406668 -8.338377354470289 -6.768100594248374 0 0 0
334 1 0 6.282684898021422 -6.24926785859049 9.718683413040328 0 0 -1
335 2 0.5564 8.295024004547995 -6.924973666241546 -9.976243465676953 0 0 0
336 2 0.5564 8.295024022502224 -6.924973628990564 -9.976243450003794 0 0 0
403 1 0 7.879207663489626 -5.000001450057207 -6.5903763309841334 0 0 0
233 2 0.5564 -7.802102893449781 -3.812928821264069 -7.504047732724994 0 0 0
234 2 0.5564 -7.8021028469849085 -3.8129288083662742 -7.504047613184891 0 0 0
105 2 0.5564 -7.971888696880745 -0.8358928211493342 -9.2472491526555 0 0 0
104 2 0.5564 -7.9718887167961086 -0.8358927308034612 -9.247249041396566 0 0 0
298 1 0 -7.5410797317626095 -0.9306336613045441 -6.135138256715692 0 0 0
496 1 0 -8.68510921142068 0.18885997993993625 -8.975016311264218 1 0 0
71 2 0.5564 -3.4402029048827556 -5.058461918989128 -7.112490394118248 0 0 0
72 2 0.5564 -3.4402031670215703 -5.05846177497371 -7.1124901531086175 0 0 0
31 1 0 -0.6244212104295246 -2.599789096981657 -7.414192489175731 0 0 0
32 2 0.5564 -0.9529582721569172 -2.502360338613036 -7.658700231289676 0 0 0
33 2 0.5564 -0.9529581702648448 -2.5023605697001363 -7.658700261064787 0 0 0
228 2 0.5564 -4.303777335305494 -1.2674204387999932 -8.126877819266557 0 0 0
227 2 0.5564 -4.303777265045404 -1.2674204335456418 -8.126877802327854 0 0 0
445 1 0 -3.3022189788151426 -1.742981515566134 -5.853536884130364 0 0 0
350 2 0.5564 -2.646774540261231 -0.20116690680211372 -5.274948942027224 0 0 0
351 2 0.5564 -2.6467747340665966 -0.20116685795960867 -5.274948984673222 0 0 0
73 1 0 2.073309525622003 -4.263501452561749 -8.995918674570522 0 0 0
547 1 0 2.411315970805752 -2.3416519590736 -5.8948667619110875 0 0 0
548 2 0.5564 2.9533537477646528 -2.8932897091541587 -6.611418051288199 0 0 0
549 2 0.5564 2.9533538390262044 -2.8932897165391163 -6.611418034659498 0 0 0
